merchant,category,amt,gender,city,province,latitude,longitude,city_pop,job,unix_time,merch_latitude,merch_longitude,processed_at,is_fraud
Nike,Clothing,623.11,M,Mhangura,Mashonaland West,-16.063892,32.766801,467974,Human Resource Manager,1731865991,-19.334237,33.607213,2024-11-17 19:53:11,False
eBay,Other,3376.26,M,Chinhoyi,Mashonaland West,-20.34403,25.922419,900945,Social Worker,1726233911,-19.059256,31.403045,2024-09-13 15:25:11,True
Foodbox,Food,36.96,F,Zvishavane,Midlands,-16.119011,29.217512,995776,Tour Guide,1722876123,-18.652892,25.111404,2024-08-05 18:42:03,False
KFC,Food,353.4,M,Marondera,Mashonaland East,-19.428514,32.4764,476930,Graphic Designer,1712108949,-15.964769,33.552718,2024-04-03 03:49:09,False
Greenwood Pharmacy,Medical,641.92,F,Mhangura,Mashonaland West,-20.742298,31.149999,651579,Lecturer,1722851704,-15.734501,31.238518,2024-08-05 11:55:04,False
Under Armour,Clothing,721.26,F,Karoi,Mashonaland West,-16.929541,32.590635,73391,Social Worker,1719405154,-18.911252,33.444902,2024-06-26 14:32:34,False
Spar,Food,201.73,M,Beit Bridge,Matabeleland South,-18.905571,29.18607,485647,Electrician,1710441596,-20.494932,26.195731,2024-03-14 20:39:56,False
Under Armour,Clothing,693.28,F,Karoi,Mashonaland West,-16.360441,28.816417,246055,Auditor,1703048488,-19.761004,29.356732,2023-12-20 07:01:28,False
7 Rings,Other,822.66,F,Mhangura,Mashonaland West,-20.202158,26.974221,323121,Forensic Analyst,1722634413,-15.330248,30.080552,2024-08-02 23:33:33,False
Zuva,Fuel,5.48,F,Mutare,Manicaland,-16.517538,34.670552,365513,Hwindi,1717244286,-19.335404,27.233341,2024-06-01 14:18:06,False
Kombi,Other,3031.0,M,Bulawayo,Bulawayo,-20.837149,33.182219,93394,Data Scientist,1707690843,-18.137491,27.174429,2024-02-12 00:34:03,True
MedOrange,Medical,975.99,M,Gweru,Midlands,-17.61116,34.844057,148177,Architect,1707763129,-16.175775,28.974365,2024-02-12 20:38:49,False
Push Athletics,Clothing,600.48,M,Mhangura,Mashonaland West,-17.273833,29.100822,654779,Insurance Broker,1725266376,-18.305995,26.569819,2024-09-02 10:39:36,False
N Richards,Other,1452.97,M,Kwekwe,Midlands,-19.043465,26.887317,196827,Radiographer,1714734538,-17.132401,26.028005,2024-05-03 13:08:58,True
Engen,Fuel,792.41,F,Chivhu,Mashonaland East,-20.053664,28.796198,138709,Radiographer,1702581737,-18.455792,27.352768,2023-12-14 21:22:17,False
Trade Center,Other,1047.83,F,Kwekwe,Midlands,-18.694191,26.001665,706144,Athlete,1718832163,-19.459157,28.680142,2024-06-19 23:22:43,True
Trade Center,Other,4169.86,F,Beit Bridge,Matabeleland South,-15.585711,28.519095,17391,Teacher,1706487684,-16.239969,31.118624,2024-01-29 02:21:24,True
MedOrange,Medical,239.59,M,Kariba,Mashonaland West,-18.740275,31.574848,682683,Radiographer,1723160563,-15.937767,34.450716,2024-08-09 01:42:43,False
Greenwood Pharmacy,Medical,674.91,F,Mutare,Manicaland,-19.667858,32.380953,701284,Auditor,1729644271,-20.684518,26.128272,2024-10-23 02:44:31,False
Under Armour,Clothing,4675.42,F,Mutare,Manicaland,-19.084822,28.333061,762307,Mining Geologist,1720209585,-15.507207,30.404715,2024-07-05 21:59:45,True
Adidas,Clothing,12.16,F,Chinhoyi,Mashonaland West,-17.05905,27.332141,105210,Statistician,1731469975,-15.112431,31.47634,2024-11-13 05:52:55,False
Chicken Slice,Food,825.54,F,Marondera,Mashonaland East,-15.348632,31.181041,835348,Athlete,1711161181,-17.913956,34.554937,2024-03-23 04:33:01,False
Foodbox,Food,4005.74,M,Harare,Harare,-19.35092,27.009728,487005,Social Worker,1728144523,-19.408222,28.264424,2024-10-05 18:08:43,True
Uber,Other,3268.59,M,Shurugwi,Midlands,-17.44109,27.419965,545712,Teacher,1719112112,-17.473992,30.731278,2024-06-23 05:08:32,True
Total,Fuel,179.96,M,Lupane,Matabeleland North,-15.128598,29.122054,744734,Data Scientist,1706251220,-17.42772,25.165871,2024-01-26 08:40:20,False
7 Rings,Other,93.98,F,Marondera,Mashonaland East,-19.533211,29.376061,635758,Soldier,1721740549,-19.373961,25.508119,2024-07-23 15:15:49,False
KFC,Food,840.19,M,Mhangura,Mashonaland West,-16.636741,25.456539,573615,Banker,1729197810,-17.398835,28.08199,2024-10-17 22:43:30,True
Engen,Fuel,510.95,M,Vic Falls,Matabeleland North,-15.580397,31.913946,91608,Soldier,1726319525,-18.272473,25.846665,2024-09-14 15:12:05,False
Choppies,Food,355.25,M,Karoi,Mashonaland West,-15.205621,32.37182,949296,Farmer,1722793373,-20.28593,31.028566,2024-08-04 19:42:53,False
Thuli,Fuel,881.17,F,Marondera,Mashonaland East,-16.334224,28.411119,637217,Nurse,1722812872,-20.926291,29.186403,2024-08-05 01:07:52,False
eBay,Other,691.74,F,Shurugwi,Midlands,-16.490586,32.201086,738146,Accountant,1704754373,-17.223275,27.441489,2024-01-09 00:52:53,True
Museyamwa,Other,2833.35,F,Chivhu,Mashonaland East,-16.467737,26.316408,539735,Tour Guide,1719695282,-18.056342,32.487998,2024-06-29 23:08:02,True
KFC,Food,411.08,M,Chinhoyi,Mashonaland West,-16.007574,30.04483,476331,Doctor,1720796351,-17.842861,26.662247,2024-07-12 16:59:11,False
Pfeka,Clothing,800.21,M,Chinhoyi,Mashonaland West,-19.874811,30.108334,465848,Banker,1729924202,-19.023641,25.887454,2024-10-26 08:30:02,False
Pfeka,Clothing,2504.88,M,Zvishavane,Midlands,-15.715643,25.810636,248580,Human Resource Manager,1712035941,-20.59125,26.948073,2024-04-02 07:32:21,True
QV Pharmacy,Medical,3529.13,M,Kwekwe,Midlands,-19.516144,27.508486,488011,Artist,1714424461,-19.369275,27.504107,2024-04-29 23:01:01,True
Museyamwa,Other,496.37,F,Masvingo,Masvingo,-18.944872,25.644372,940394,Plumber,1729371938,-19.00227,32.622187,2024-10-19 23:05:38,False
Pfeka,Clothing,746.58,F,Harare,Harare,-16.154476,34.028423,307181,Mechanic,1731981013,-15.496546,32.57755,2024-11-19 03:50:13,True
Foodbox,Food,712.93,M,Zvishavane,Midlands,-15.960111,30.945484,816311,Driver,1724967016,-15.132965,31.827594,2024-08-29 23:30:16,False
Kombi,Other,2145.79,M,Karoi,Mashonaland West,-15.267149,30.29669,443615,Electrician,1714583289,-20.788011,34.100278,2024-05-01 19:08:09,True
Savemore,Food,4781.01,F,Beit Bridge,Matabeleland South,-20.253928,28.397525,506954,Pharmacist,1721950120,-16.997026,27.01576,2024-07-26 01:28:40,True
Amazon,Electronics,785.1,F,Bulawayo,Bulawayo,-15.759786,26.653731,559371,Microbiologist,1733232901,-17.742333,32.18343,2024-12-03 15:35:01,True
eBay,Other,1614.3,F,Hwange,Matabeleland North,-15.220927,31.080161,723745,Politician,1721925377,-15.862942,31.734064,2024-07-25 18:36:17,True
Trade Center,Other,4468.01,M,Beit Bridge,Matabeleland South,-17.949819,26.618263,830019,Real Estate Agent,1708939518,-19.76895,27.767868,2024-02-26 11:25:18,True
eBay,Other,607.38,M,Harare,Harare,-20.442989,33.407079,605880,Musician,1713870702,-20.633196,32.351437,2024-04-23 13:11:42,False
Indrive,Other,3425.79,F,Chivhu,Mashonaland East,-20.084763,25.389305,811258,Human Resource Manager,1721976168,-15.648969,27.012219,2024-07-26 08:42:48,True
Engen,Fuel,3007.84,F,Kwekwe,Midlands,-19.950496,29.428791,540110,Doctor,1724457343,-19.33296,34.814122,2024-08-24 01:55:43,True
Adidas,Clothing,599.11,M,Hwange,Matabeleland North,-17.681762,34.910182,332408,Teacher,1731702626,-19.152373,32.773382,2024-11-15 22:30:26,False
KFC,Food,3736.13,F,Marondera,Mashonaland East,-17.618338,30.408896,381580,Insurance Broker,1705165577,-20.748826,32.225596,2024-01-13 19:06:17,True
Push Athletics,Clothing,459.72,M,Mutare,Manicaland,-15.086844,30.234689,889037,Insurance Broker,1728274809,-20.989299,26.941014,2024-10-07 06:20:09,False
Nike,Clothing,1143.02,F,Bulawayo,Bulawayo,-18.743285,34.697055,776465,Electrician,1705918113,-18.876798,27.411743,2024-01-22 12:08:33,True
N Richards,Other,792.98,M,Karoi,Mashonaland West,-17.546703,29.006593,547905,Athlete,1711469401,-15.320841,32.862365,2024-03-26 18:10:01,False
Nike,Clothing,2777.54,F,Beit Bridge,Matabeleland South,-15.219493,28.152569,332270,Microbiologist,1707863426,-15.632015,29.170926,2024-02-14 00:30:26,True
7 Rings,Other,481.2,F,Masvingo,Masvingo,-17.00825,31.565084,116931,Electrician,1706371337,-20.897892,25.19616,2024-01-27 18:02:17,False
Greenwood Pharmacy,Medical,326.17,F,Mutare,Manicaland,-19.18326,25.489464,189991,Musician,1722615681,-19.355478,30.927711,2024-08-02 18:21:21,False
Zuva,Fuel,3193.45,F,Zvishavane,Midlands,-20.592069,32.423979,480277,Musician,1719400416,-18.398284,32.361583,2024-06-26 13:13:36,True
Thuli,Fuel,3607.85,F,Marondera,Mashonaland East,-17.720518,29.366884,942503,Architect,1723090685,-15.785894,27.341476,2024-08-08 06:18:05,True
Under Armour,Clothing,736.42,F,Harare,Harare,-17.677998,33.626942,795324,Doctor,1707747376,-20.821789,27.198327,2024-02-12 16:16:16,False
Under Armour,Clothing,45.95,F,Karoi,Mashonaland West,-15.178193,34.478101,195294,Forensic Analyst,1702600216,-19.626967,26.033558,2023-12-15 02:30:16,False
Thuli,Fuel,3316.85,F,Zvishavane,Midlands,-18.360835,27.809423,331598,Engineer,1732164060,-18.338278,33.576084,2024-11-21 06:41:00,True
Push Athletics,Clothing,720.7,F,Chinhoyi,Mashonaland West,-19.489604,33.651612,528360,Interior Designer,1706352135,-19.030965,29.000733,2024-01-27 12:42:15,False
Museyamwa,Other,885.44,M,Lupane,Matabeleland North,-18.309322,31.994111,192104,Statistician,1705893008,-20.145005,34.831223,2024-01-22 05:10:08,False
Zuva,Fuel,2612.71,F,Beit Bridge,Matabeleland South,-17.642829,25.371599,905967,Chef,1713661530,-19.831764,25.838239,2024-04-21 03:05:30,True
Under Armour,Clothing,4093.91,M,Kwekwe,Midlands,-17.836851,26.484354,813496,Mechanic,1731638786,-19.12663,27.87988,2024-11-15 04:46:26,True
QV Pharmacy,Medical,831.64,F,Mutare,Manicaland,-17.560328,26.723596,723288,Marketing Specialist,1706748881,-15.415153,32.217462,2024-02-01 02:54:41,False
Savemore,Food,167.72,F,Karoi,Mashonaland West,-16.0256,25.194054,744810,Event Planner,1711477935,-15.044226,32.791503,2024-03-26 20:32:15,False
Greenwood Pharmacy,Medical,954.21,F,Lupane,Matabeleland North,-19.605039,33.730411,99328,Pilot,1721300718,-18.785427,26.891889,2024-07-18 13:05:18,False
Nike,Clothing,1800.73,F,Chivhu,Mashonaland East,-17.805218,25.402793,538612,Musician,1729808745,-19.049829,32.915647,2024-10-25 00:25:45,True
Greenwood Pharmacy,Medical,625.61,F,Lupane,Matabeleland North,-16.995388,29.043736,684267,Teacher,1715352954,-20.749465,33.787874,2024-05-10 16:55:54,False
Pick n Pay,Food,1889.67,F,Vic Falls,Matabeleland North,-20.539631,29.46497,474603,Event Planner,1730858415,-19.839996,27.197697,2024-11-06 04:00:15,True
Nike,Clothing,226.93,M,Gweru,Midlands,-18.584999,31.116987,658871,Accountant,1711814960,-19.956604,30.557815,2024-03-30 18:09:20,False
Foodbox,Food,3786.68,M,Gweru,Midlands,-19.252033,30.779912,436457,Electrician,1704912738,-15.256872,28.442034,2024-01-10 20:52:18,True
Spar,Food,726.1,M,Shurugwi,Midlands,-20.324795,25.312934,615074,Microbiologist,1720046860,-17.341521,31.741795,2024-07-04 00:47:40,False
Under Armour,Clothing,979.44,M,Lupane,Matabeleland North,-19.249727,28.475546,364886,Politician,1705891335,-18.176239,34.220365,2024-01-22 04:42:15,False
Zuva,Fuel,844.98,M,Lupane,Matabeleland North,-17.945695,26.551263,341542,Soldier,1732859766,-19.010834,33.913098,2024-11-29 07:56:06,True
Total,Fuel,997.14,M,Shurugwi,Midlands,-15.295354,33.229296,274238,Lecturer,1720534757,-20.807323,34.494698,2024-07-09 16:19:17,False
Museyamwa,Other,1574.84,M,Lupane,Matabeleland North,-19.15771,33.645734,21535,Pharmacist,1733345346,-17.865951,30.192433,2024-12-04 22:49:06,True
Foodbox,Food,3493.47,F,Masvingo,Masvingo,-15.787418,26.592851,970789,Soldier,1723550929,-20.371902,25.424498,2024-08-13 14:08:49,True
Museyamwa,Other,3260.13,M,Kwekwe,Midlands,-17.597198,31.170488,251016,Electrician,1709763725,-20.178797,26.119937,2024-03-07 00:22:05,True
Thuli,Fuel,1864.69,F,Karoi,Mashonaland West,-16.310033,28.247884,809550,Marketing Specialist,1706701153,-19.014264,29.98417,2024-01-31 13:39:13,True
Total,Fuel,908.54,F,Harare,Harare,-19.614245,31.018052,400297,Driver,1729242790,-15.467025,34.168159,2024-10-18 11:13:10,False
Chicken Inn,Food,4879.15,F,Masvingo,Masvingo,-20.818667,32.745515,508712,Engineer,1718612354,-16.690289,30.36857,2024-06-17 10:19:14,True
Indrive,Other,4489.01,F,Mutare,Manicaland,-18.482825,33.49678,156314,Nurse,1711810471,-15.477788,26.040337,2024-03-30 16:54:31,True
Indrive,Other,936.67,F,Karoi,Mashonaland West,-18.994104,28.7874,469213,Actuary,1716334449,-19.717889,26.153207,2024-05-22 01:34:09,False
Savemore,Food,619.78,F,Gweru,Midlands,-18.146488,27.615107,572997,Soldier,1731518381,-18.243268,31.313848,2024-11-13 19:19:41,False
KFC,Food,846.75,F,Bulawayo,Bulawayo,-18.312225,33.226076,589542,Human Resource Manager,1709795908,-20.656214,26.903184,2024-03-07 09:18:28,True
Chicken Inn,Food,2362.11,M,Gweru,Midlands,-19.220612,31.289666,662021,Event Planner,1728717183,-18.923796,34.749825,2024-10-12 09:13:03,True
Total,Fuel,780.36,M,Mhangura,Mashonaland West,-15.401315,31.854014,928752,Pilot,1720269765,-20.208914,34.080497,2024-07-06 14:42:45,False
N Richards,Other,820.8,F,Vic Falls,Matabeleland North,-15.096944,25.830741,626467,Physiotherapist,1705108287,-17.167421,28.829463,2024-01-13 03:11:27,False
Zuva,Fuel,718.42,F,Lupane,Matabeleland North,-16.374911,32.960465,374004,Hwindi,1729644060,-19.720766,25.170452,2024-10-23 02:41:00,False
Trade Center,Other,188.5,M,Kwekwe,Midlands,-20.862414,28.864671,206742,Forensic Analyst,1706700911,-19.575979,34.137174,2024-01-31 13:35:11,False
Museyamwa,Other,906.89,M,Chinhoyi,Mashonaland West,-15.593381,32.363146,969986,Auditor,1725869528,-16.799795,29.458866,2024-09-09 10:12:08,False
Engen,Fuel,3006.57,F,Zvishavane,Midlands,-19.663044,32.144855,337440,Insurance Broker,1726933584,-15.901068,27.9518,2024-09-21 17:46:24,True
Amazon,Electronics,2141.54,F,Kariba,Mashonaland West,-16.671687,32.144771,701261,Human Resource Manager,1707214338,-16.57362,29.343918,2024-02-06 12:12:18,True
Museyamwa,Other,87.29,M,Kwekwe,Midlands,-15.118808,33.451945,425087,Electrician,1707647638,-18.454523,28.667123,2024-02-11 12:33:58,False
Adidas,Clothing,144.93,M,Kwekwe,Midlands,-17.42367,28.842965,915191,Pharmacist,1706253937,-19.289454,33.264347,2024-01-26 09:25:37,False
7 Rings,Other,481.55,M,Marondera,Mashonaland East,-18.693301,26.975804,684685,Soldier,1703706155,-20.908173,25.045362,2023-12-27 21:42:35,False
KFC,Food,406.9,M,Shurugwi,Midlands,-20.044326,28.85254,798917,Graphic Designer,1707295535,-20.19897,27.780129,2024-02-07 10:45:35,False
Indrive,Other,889.9,M,Karoi,Mashonaland West,-19.84921,30.553436,394250,Insurance Broker,1709653938,-18.011931,28.889818,2024-03-05 17:52:18,True
Adidas,Clothing,427.85,M,Shurugwi,Midlands,-16.052712,33.748476,608584,Engineer,1723599984,-16.385729,30.878876,2024-08-14 03:46:24,False
eBay,Other,966.79,F,Beit Bridge,Matabeleland South,-17.289065,33.085277,671065,Interior Designer,1703293199,-19.326466,31.552873,2023-12-23 02:59:59,False
Pfeka,Clothing,708.27,F,Kwekwe,Midlands,-17.819542,34.130856,213162,Forensic Analyst,1725584222,-16.858349,26.379327,2024-09-06 02:57:02,False
MedOrange,Medical,625.24,F,Karoi,Mashonaland West,-18.56234,27.072957,322958,Driver,1706157179,-18.465492,29.049975,2024-01-25 06:32:59,False
Under Armour,Clothing,86.03,M,Kwekwe,Midlands,-19.787491,31.713584,587137,Veterinarian,1733266922,-19.346865,25.674879,2024-12-04 01:02:02,False
Engen,Fuel,4207.2,F,Zvishavane,Midlands,-17.047626,31.008517,756935,Lecturer,1730276640,-17.078937,27.206817,2024-10-30 10:24:00,True
Amazon,Electronics,621.38,F,Kwekwe,Midlands,-16.354544,27.739533,118621,Forensic Analyst,1731681351,-15.293934,33.386349,2024-11-15 16:35:51,False
Uber,Other,518.65,F,Bulawayo,Bulawayo,-16.038461,32.906672,593330,Environmental Consultant,1715390330,-20.712016,28.937822,2024-05-11 03:18:50,False
eBay,Other,648.0,M,Lupane,Matabeleland North,-19.761867,34.222347,608377,Mining Geologist,1713443281,-19.968057,28.382508,2024-04-18 14:28:01,True
Push Athletics,Clothing,1039.94,M,Vic Falls,Matabeleland North,-19.719592,32.863564,186670,Veterinarian,1730274861,-19.560672,34.637953,2024-10-30 09:54:21,True
Pfeka,Clothing,2473.53,F,Kariba,Mashonaland West,-16.260603,31.400829,461504,Human Resource Manager,1713245473,-20.802429,31.015663,2024-04-16 07:31:13,True
Chicken Inn,Food,19.38,M,Kwekwe,Midlands,-19.91778,27.322182,496440,Marketing Specialist,1711562836,-20.503429,25.8738,2024-03-27 20:07:16,False
Under Armour,Clothing,3305.48,F,Kariba,Mashonaland West,-19.467496,27.263167,434266,Banker,1721473988,-17.604862,33.104916,2024-07-20 13:13:08,True
Chicken Inn,Food,3874.97,F,Marondera,Mashonaland East,-18.181425,30.388659,21705,Nurse,1702696728,-17.690145,29.875361,2023-12-16 05:18:48,True
Kombi,Other,720.85,F,Masvingo,Masvingo,-15.372418,32.014701,210565,Microbiologist,1729585079,-18.335345,34.636442,2024-10-22 10:17:59,False
Kombi,Other,239.76,M,Vic Falls,Matabeleland North,-16.904842,32.320471,433801,Athlete,1709244815,-16.271641,31.138573,2024-03-01 00:13:35,False
Zuva,Fuel,4267.43,F,Zvishavane,Midlands,-16.399285,28.445453,456190,Other,1706230510,-16.884095,27.284603,2024-01-26 02:55:10,True
N Richards,Other,2387.16,F,Mutare,Manicaland,-16.891314,34.666247,851247,Pharmacist,1730088266,-18.08593,25.802525,2024-10-28 06:04:26,True
Engen,Fuel,1926.37,F,Gweru,Midlands,-20.108586,33.855195,344781,Plumber,1729702524,-15.735342,34.254341,2024-10-23 18:55:24,True
Push Athletics,Clothing,648.69,M,Chinhoyi,Mashonaland West,-19.688587,32.078852,94635,Lawyer,1733435113,-20.508121,29.058965,2024-12-05 23:45:13,True
Chicken Inn,Food,440.29,F,Masvingo,Masvingo,-19.951594,30.800633,946781,Mechanic,1713562649,-20.842663,25.009381,2024-04-19 23:37:29,False
Spar,Food,852.84,M,Karoi,Mashonaland West,-16.084145,30.953266,823244,Nurse,1719200100,-17.011133,27.664096,2024-06-24 05:35:00,False
Total,Fuel,2464.02,M,Lupane,Matabeleland North,-18.788211,25.960659,533613,Microbiologist,1713022356,-18.410011,28.142399,2024-04-13 17:32:36,True
KFC,Food,839.57,F,Bulawayo,Bulawayo,-16.641786,34.572463,83226,Marketing Specialist,1722673245,-20.867327,29.947982,2024-08-03 10:20:45,False
Push Athletics,Clothing,12.04,F,Shurugwi,Midlands,-20.30419,33.73575,955776,Civil Servant,1732037251,-16.814652,27.380743,2024-11-19 19:27:31,False
Spar,Food,534.2,M,Lupane,Matabeleland North,-15.113084,32.888208,901968,Interior Designer,1712520808,-16.716261,27.295754,2024-04-07 22:13:28,False
Foodbox,Food,4619.78,F,Chinhoyi,Mashonaland West,-18.323628,28.666458,29741,Data Scientist,1729583930,-17.795915,30.516729,2024-10-22 09:58:50,True
Engen,Fuel,232.81,M,Gweru,Midlands,-19.978117,25.868739,642651,Chef,1725226358,-16.86759,34.85061,2024-09-01 23:32:38,False
Under Armour,Clothing,1608.44,F,Zvishavane,Midlands,-17.808634,25.384623,711312,Engineer,1723408783,-18.60278,32.366827,2024-08-11 22:39:43,True
Choppies,Food,277.91,F,Beit Bridge,Matabeleland South,-16.191889,27.730778,389544,Soldier,1703779823,-20.080023,28.992742,2023-12-28 18:10:23,False
N Richards,Other,714.06,M,Kwekwe,Midlands,-17.733653,31.036151,934785,Social Worker,1711441770,-20.333451,25.549776,2024-03-26 10:29:30,False
KFC,Food,646.11,M,Hwange,Matabeleland North,-18.774639,29.563948,131685,Chef,1725810533,-20.884378,26.844476,2024-09-08 17:48:53,False
Chicken Slice,Food,175.65,F,Kariba,Mashonaland West,-15.871809,27.937908,123120,Actuary,1703120852,-16.11878,25.891918,2023-12-21 03:07:32,False
Nike,Clothing,290.48,M,Lupane,Matabeleland North,-20.038824,32.410455,294047,Forensic Analyst,1719632681,-20.389598,34.561635,2024-06-29 05:44:41,False
Amazon,Electronics,4710.12,F,Mutare,Manicaland,-15.500532,25.382926,772017,Tour Guide,1729510810,-15.237965,32.383288,2024-10-21 13:40:10,True
Pfeka,Clothing,714.52,F,Bulawayo,Bulawayo,-20.168314,25.732312,183522,Electrician,1726012702,-16.365733,25.565664,2024-09-11 01:58:22,False
Thuli,Fuel,1730.84,M,Bulawayo,Bulawayo,-15.11535,32.483471,303322,Artist,1727914930,-18.176879,29.836039,2024-10-03 02:22:10,True
Amazon,Electronics,97.52,F,Vic Falls,Matabeleland North,-19.78175,34.671612,483253,Nurse,1730051068,-16.459691,31.990354,2024-10-27 19:44:28,False
Chicken Slice,Food,977.24,F,Gweru,Midlands,-20.178068,27.662249,963435,Mining Geologist,1706005227,-15.558297,31.068528,2024-01-23 12:20:27,True
Adidas,Clothing,3715.34,F,Beit Bridge,Matabeleland South,-20.28654,34.77097,544872,Mechanic,1730375853,-19.002253,26.402129,2024-10-31 13:57:33,True
Trade Center,Other,400.98,F,Harare,Harare,-16.189311,27.185947,154175,Physiotherapist,1730593439,-19.765949,31.710573,2024-11-03 02:23:59,False
Amazon,Electronics,258.94,M,Kariba,Mashonaland West,-19.278535,29.042354,366235,Social Worker,1704046447,-15.159209,26.507366,2023-12-31 20:14:07,False
Spar,Food,4590.86,M,Karoi,Mashonaland West,-16.342424,28.932818,752273,Marketing Specialist,1711459211,-15.797664,25.688142,2024-03-26 15:20:11,True
Adidas,Clothing,2571.25,F,Mutare,Manicaland,-15.8275,32.346326,258149,Data Scientist,1721302694,-20.202285,33.940551,2024-07-18 13:38:14,True
MedOrange,Medical,508.72,F,Beit Bridge,Matabeleland South,-20.374515,29.185782,754321,Environmental Consultant,1725639372,-18.393958,33.295446,2024-09-06 18:16:12,False
Chicken Inn,Food,174.41,F,Masvingo,Masvingo,-18.787032,30.443503,700176,Nurse,1722058223,-19.882762,33.289917,2024-07-27 07:30:23,False
Adidas,Clothing,338.32,M,Karoi,Mashonaland West,-20.589877,34.082418,444294,Auditor,1714722837,-18.455567,33.293481,2024-05-03 09:53:57,False
QV Pharmacy,Medical,894.85,F,Mhangura,Mashonaland West,-17.931442,29.544888,793297,Real Estate Agent,1714614583,-20.728778,27.494141,2024-05-02 03:49:43,False
Foodbox,Food,753.93,F,Chinhoyi,Mashonaland West,-16.895104,26.821879,353378,Insurance Broker,1722119555,-16.780643,30.249136,2024-07-28 00:32:35,False
Pick n Pay,Food,255.71,M,Harare,Harare,-19.658215,30.953781,883527,Chef,1703921714,-17.540801,26.472418,2023-12-30 09:35:14,False
Total,Fuel,4055.55,M,Marondera,Mashonaland East,-19.923596,33.856013,726991,Veterinarian,1723091594,-16.360201,28.207072,2024-08-08 06:33:14,True
N Richards,Other,104.1,M,Mutare,Manicaland,-17.24277,33.415945,518282,Driver,1711700270,-16.451322,27.903268,2024-03-29 10:17:50,False
Pick n Pay,Food,4975.29,M,Masvingo,Masvingo,-16.876879,30.680574,69875,Insurance Broker,1720718878,-17.093837,30.744959,2024-07-11 19:27:58,True
Amazon,Electronics,485.77,F,Bulawayo,Bulawayo,-18.753823,30.34628,518655,Forensic Analyst,1731884318,-20.376668,28.176314,2024-11-18 00:58:38,False
Pfeka,Clothing,32.21,M,Mutare,Manicaland,-19.74173,28.963764,574296,Interior Designer,1719849055,-16.18613,25.884354,2024-07-01 17:50:55,False
KFC,Food,2488.93,M,Kwekwe,Midlands,-20.350078,30.366079,268302,Graphic Designer,1707971547,-15.986052,30.990142,2024-02-15 06:32:27,True
Savemore,Food,3538.86,M,Marondera,Mashonaland East,-15.3253,34.200857,570540,Event Planner,1719793018,-18.634551,30.329815,2024-07-01 02:16:58,True
Kombi,Other,1237.56,M,Masvingo,Masvingo,-18.867881,29.56171,125173,Chef,1733673735,-18.952816,33.361073,2024-12-08 18:02:15,True
Push Athletics,Clothing,640.97,F,Karoi,Mashonaland West,-20.267589,28.366908,74738,Mechanic,1725206188,-17.158941,34.291535,2024-09-01 17:56:28,False
Choppies,Food,841.07,F,Chivhu,Mashonaland East,-17.841963,34.32918,130341,Mining Geologist,1707127732,-15.891492,28.357155,2024-02-05 12:08:52,False
Trade Center,Other,1354.34,F,Mutare,Manicaland,-18.896703,29.830323,703595,Veterinarian,1706279423,-17.094656,30.098237,2024-01-26 16:30:23,True
KFC,Food,545.37,F,Chivhu,Mashonaland East,-20.519136,34.737691,548071,Soldier,1731761218,-18.136598,31.263039,2024-11-16 14:46:58,False
Under Armour,Clothing,1625.05,M,Karoi,Mashonaland West,-19.865799,31.652234,36292,Pilot,1724931044,-19.466979,29.540456,2024-08-29 13:30:44,True
Trade Center,Other,915.38,F,Zvishavane,Midlands,-15.323082,31.986897,501756,Environmental Consultant,1711893029,-16.268691,31.203288,2024-03-31 15:50:29,False
Foodbox,Food,2770.41,F,Beit Bridge,Matabeleland South,-19.057456,28.484635,34184,Event Planner,1704759407,-16.595378,26.215347,2024-01-09 02:16:47,True
Chicken Inn,Food,2939.48,M,Kariba,Mashonaland West,-16.450562,34.976208,457946,Soldier,1708749893,-20.668175,27.449451,2024-02-24 06:44:53,True
Amazon,Electronics,4713.02,F,Masvingo,Masvingo,-16.717834,33.339018,748297,Forensic Analyst,1720762860,-20.681466,30.959048,2024-07-12 07:41:00,True
Adidas,Clothing,551.28,M,Karoi,Mashonaland West,-19.673655,31.210156,931077,Tour Guide,1719041224,-17.306958,27.933617,2024-06-22 09:27:04,False
Push Athletics,Clothing,4512.59,M,Mhangura,Mashonaland West,-17.651195,29.806232,463032,Data Scientist,1713193364,-20.528535,32.15608,2024-04-15 17:02:44,True
Savemore,Food,2549.29,F,Zvishavane,Midlands,-16.355449,27.964835,167274,Hwindi,1711069759,-19.777822,32.670296,2024-03-22 03:09:19,True
Pick n Pay,Food,386.22,F,Kariba,Mashonaland West,-19.859049,25.5233,924054,Hwindi,1728966226,-18.097341,28.40993,2024-10-15 06:23:46,False
Trade Center,Other,901.88,M,Kariba,Mashonaland West,-18.99287,33.251174,276765,Soldier,1730478802,-15.215955,27.479331,2024-11-01 18:33:22,False
N Richards,Other,1506.89,M,Beit Bridge,Matabeleland South,-17.474099,34.079824,976960,Veterinarian,1706201507,-18.449014,32.92617,2024-01-25 18:51:47,True
Savemore,Food,4500.57,M,Kwekwe,Midlands,-16.20397,30.276391,88578,Mechanic,1727401821,-18.904065,26.301081,2024-09-27 03:50:21,True
Zuva,Fuel,2089.51,F,Zvishavane,Midlands,-20.69077,26.428978,695457,Chef,1703565217,-16.897026,30.206242,2023-12-26 06:33:37,True
